"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 07:53:38 GMT 2024","Tue Feb 27 07:53:55 GMT 2024","17623","","Cars","","","","Car 006",""
"passed","Tue Feb 27 07:53:02 GMT 2024","Tue Feb 27 07:53:20 GMT 2024","18302","","Cars","","","","Car 004",""
"passed","Tue Feb 27 07:54:12 GMT 2024","Tue Feb 27 07:54:29 GMT 2024","16629","","Cars","","","","Car 008",""
"passed","Tue Feb 27 07:54:29 GMT 2024","Tue Feb 27 07:54:45 GMT 2024","16637","","Cars","","","","Car 009",""
"passed","Tue Feb 27 07:53:55 GMT 2024","Tue Feb 27 07:54:12 GMT 2024","16626","","Cars","","","","Car 007",""
"passed","Tue Feb 27 07:52:04 GMT 2024","Tue Feb 27 07:52:25 GMT 2024","20771","","Cars","","","","Car 001",""
"passed","Tue Feb 27 07:52:42 GMT 2024","Tue Feb 27 07:53:02 GMT 2024","19308","","Cars","","","","Car 003",""
"passed","Tue Feb 27 07:53:20 GMT 2024","Tue Feb 27 07:53:38 GMT 2024","17811","","Cars","","","","Car 005",""
"passed","Tue Feb 27 07:52:25 GMT 2024","Tue Feb 27 07:52:42 GMT 2024","17119","","Cars","","","","Car 002",""
"failed","Tue Feb 27 07:54:45 GMT 2024","Tue Feb 27 07:55:03 GMT 2024","17717","","Cars","","","","Car 010",""
