"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Feb 24 22:06:34 GMT 2024","Sat Feb 24 22:06:53 GMT 2024","19566","","Cars","","","","Car 004",""
"passed","Sat Feb 24 22:08:27 GMT 2024","Sat Feb 24 22:08:45 GMT 2024","17879","","Cars","","","","Car 010",""
"passed","Sat Feb 24 22:07:33 GMT 2024","Sat Feb 24 22:07:51 GMT 2024","18288","","Cars","","","","Car 007",""
"passed","Sat Feb 24 22:06:53 GMT 2024","Sat Feb 24 22:07:12 GMT 2024","18930","","Cars","","","","Car 005",""
"passed","Sat Feb 24 22:08:09 GMT 2024","Sat Feb 24 22:08:27 GMT 2024","18025","","Cars","","","","Car 009",""
"passed","Sat Feb 24 22:05:57 GMT 2024","Sat Feb 24 22:06:13 GMT 2024","16564","","Cars","","","","Car 002",""
"passed","Sat Feb 24 22:07:51 GMT 2024","Sat Feb 24 22:08:09 GMT 2024","17692","","Cars","","","","Car 008",""
"passed","Sat Feb 24 22:07:12 GMT 2024","Sat Feb 24 22:07:33 GMT 2024","20407","","Cars","","","","Car 006",""
"passed","Sat Feb 24 22:05:40 GMT 2024","Sat Feb 24 22:05:57 GMT 2024","17242","","Cars","","","","Car 001",""
"failed","Sat Feb 24 22:06:13 GMT 2024","Sat Feb 24 22:06:34 GMT 2024","20316","","Cars","","","","Car 003",""
